hour,day,month,year,temperature(°C),humidity(%),cloudcover(%),windspeed(km/h),irrediance(W/m²)
16,5,10,2023,23.1,54,48,21.3,280.2
17,5,10,2023,21.6,59,30,23.6,154.0
18,5,10,2023,20.6,64,30,21.9,40.1
19,5,10,2023,19.7,68,31,18.4,0.0
20,5,10,2023,19.2,70,31,18.7,0.0
21,5,10,2023,18.8,72,31,15.2,0.0
22,5,10,2023,18.3,75,30,13.8,0.0
23,5,10,2023,17.7,78,30,11.1,0.0
0,6,10,2023,17.2,81,28,10.3,0.0
1,6,10,2023,16.9,83,6,9.9,0.0
2,6,10,2023,16.4,85,0,9.4,0.0
3,6,10,2023,16.7,85,15,8.7,0.0
4,6,10,2023,16.3,87,31,8.9,0.0
5,6,10,2023,16.2,88,14,8.9,0.0
6,6,10,2023,15.8,89,20,7.4,0.0
7,6,10,2023,15.2,90,9,6.0,0.0
8,6,10,2023,16.3,88,13,6.3,32.7
9,6,10,2023,18.5,82,21,4.8,138.9
10,6,10,2023,20.5,77,21,5.7,259.8
11,6,10,2023,22.1,64,54,12.2,352.3
12,6,10,2023,23.1,57,40,16.0,423.2
13,6,10,2023,23.5,53,82,17.9,422.3
14,6,10,2023,23.4,52,80,19.2,327.0
15,6,10,2023,23.6,51,5,19.1,276.8
16,6,10,2023,22.8,55,4,19.2,320.0
17,6,10,2023,21.9,59,0,18.4,178.4
18,6,10,2023,20.9,64,0,17.1,47.5
19,6,10,2023,19.5,71,22,17.0,0.0
20,6,10,2023,19.2,74,34,17.9,0.0
21,6,10,2023,19.1,74,34,17.6,0.0
22,6,10,2023,19.1,74,34,17.0,0.0
23,6,10,2023,19.2,75,39,16.6,0.0
0,7,10,2023,18.9,78,57,17.3,0.0
1,7,10,2023,18.2,85,39,18.9,0.0
2,7,10,2023,17.8,88,40,15.5,0.0
3,7,10,2023,17.0,91,60,16.6,0.0
4,7,10,2023,17.0,92,26,15.5,0.0
5,7,10,2023,17.3,91,55,15.1,0.0
6,7,10,2023,17.8,89,51,15.6,0.0
7,7,10,2023,17.5,89,34,14.5,0.0
8,7,10,2023,17.9,87,15,15.4,24.0
9,7,10,2023,19.5,78,4,18.5,136.7
10,7,10,2023,20.9,69,32,21.0,295.4
11,7,10,2023,21.9,62,12,20.5,354.7
12,7,10,2023,22.7,57,12,19.7,422.2
13,7,10,2023,23.2,53,14,19.1,449.5
14,7,10,2023,23.4,51,21,19.1,422.9
15,7,10,2023,23.8,50,12,19.3,423.3
16,7,10,2023,23.0,52,0,20.3,309.0
17,7,10,2023,22.1,55,0,17.2,180.0
18,7,10,2023,20.9,60,0,15.0,46.4
19,7,10,2023,19.0,66,0,12.4,0.0
20,7,10,2023,18.0,71,0,11.0,0.0
21,7,10,2023,17.2,78,0,9.3,0.0
22,7,10,2023,16.6,83,0,8.2,0.0
23,7,10,2023,15.9,86,0,7.4,0.0
0,8,10,2023,15.1,88,0,6.9,0.0
1,8,10,2023,14.5,88,0,7.1,0.0
2,8,10,2023,13.6,89,0,8.2,0.0
3,8,10,2023,13.7,92,0,8.4,0.0
4,8,10,2023,15.7,84,0,7.2,0.0
5,8,10,2023,15.4,89,0,7.6,0.0
6,8,10,2023,15.3,91,0,7.3,0.0
7,8,10,2023,16.2,90,1,6.5,0.0
8,8,10,2023,15.7,93,10,6.2,30.7
9,8,10,2023,18.4,84,18,5.2,141.3
10,8,10,2023,20.1,75,0,8.5,311.0
11,8,10,2023,21.4,65,0,13.2,450.4
12,8,10,2023,22.1,62,0,15.8,535.5
13,8,10,2023,22.3,64,0,18.6,563.3
14,8,10,2023,22.2,69,1,20.4,537.2
15,8,10,2023,22.8,65,0,19.9,455.4
16,8,10,2023,22.9,59,0,18.4,333.8
17,8,10,2023,22.3,62,2,17.7,183.2
18,8,10,2023,21.2,68,0,15.3,44.3
19,8,10,2023,20.2,74,0,12.6,0.0
20,8,10,2023,20.1,77,0,12.8,0.0
21,8,10,2023,20.4,74,0,15.0,0.0
22,8,10,2023,20.5,76,5,16.3,0.0
23,8,10,2023,20.6,72,9,15.9,0.0
0,9,10,2023,19.9,77,44,10.7,0.0
1,9,10,2023,19.4,72,16,8.4,0.0
2,9,10,2023,19.0,64,15,13.5,0.0
3,9,10,2023,18.8,84,100,30.1,0.0
4,9,10,2023,18.3,84,100,33.3,0.0
5,9,10,2023,17.9,82,44,31.8,0.0
6,9,10,2023,17.4,80,100,28.2,0.0
7,9,10,2023,17.3,74,100,27.1,0.0
8,9,10,2023,17.2,70,100,25.8,0.0
9,9,10,2023,17.4,65,100,25.4,0.0
10,9,10,2023,17.6,61,100,26.7,0.0
11,9,10,2023,17.9,55,100,27.4,9.9
12,9,10,2023,17.6,55,63,25.2,2.1
13,9,10,2023,18.2,53,100,25.5,9.1
14,9,10,2023,18.6,51,100,24.0,103.7
15,9,10,2023,18.4,50,100,21.7,67.7
16,9,10,2023,17.7,51,100,19.6,60.0
17,9,10,2023,17.2,54,79,19.4,54.1
18,9,10,2023,16.5,56,22,17.8,13.2
19,9,10,2023,15.6,60,1,14.7,0.0
20,9,10,2023,14.7,65,10,12.2,0.0
21,9,10,2023,14.1,69,28,11.4,0.0
22,9,10,2023,13.9,70,8,9.9,0.0
23,9,10,2023,13.5,72,10,8.0,0.0
0,10,10,2023,13.0,75,11,6.9,0.0
1,10,10,2023,12.8,76,11,6.8,0.0
2,10,10,2023,12.6,77,3,6.5,0.0
3,10,10,2023,12.6,79,0,6.1,0.0
4,10,10,2023,11.3,86,5,10.0,0.0
5,10,10,2023,12.1,85,4,8.2,0.0
6,10,10,2023,12.4,86,15,7.6,0.0
7,10,10,2023,15.4,76,38,4.5,0.0
8,10,10,2023,14.4,84,6,3.7,13.2
9,10,10,2023,16.6,74,58,3.6,141.0
10,10,10,2023,17.9,71,60,4.7,140.5
11,10,10,2023,19.0,66,7,9.5,222.1
12,10,10,2023,19.9,60,12,11.0,464.3
13,10,10,2023,20.8,55,71,10.2,473.5
14,10,10,2023,20.9,55,100,10.2,221.9
15,10,10,2023,22.0,44,43,10.4,93.5
16,10,10,2023,21.2,46,19,13.0,280.5
17,10,10,2023,19.6,56,29,19.7,139.2
18,10,10,2023,18.5,59,15,17.6,25.1
19,10,10,2023,17.2,63,2,15.9,0.0
20,10,10,2023,16.7,66,0,16.2,0.0
21,10,10,2023,16.5,67,4,17.6,0.0
22,10,10,2023,16.2,67,9,17.7,0.0
23,10,10,2023,15.9,67,28,16.8,0.0
0,11,10,2023,15.7,65,30,16.1,0.0
1,11,10,2023,15.5,62,29,14.3,0.0
2,11,10,2023,14.6,65,35,7.7,0.0
3,11,10,2023,15.4,65,11,14.6,0.0
4,11,10,2023,14.8,74,3,13.8,0.0
5,11,10,2023,14.4,75,8,12.5,0.0
6,11,10,2023,13.9,75,19,9.2,0.0
7,11,10,2023,14.5,70,44,13.0,0.0
8,11,10,2023,15.2,73,37,21.4,19.9
9,11,10,2023,16.0,70,37,24.2,79.7
10,11,10,2023,17.0,67,39,25.5,193.9
11,11,10,2023,18.0,62,46,28.9,217.8
12,11,10,2023,18.4,61,49,31.5,277.8
13,11,10,2023,18.5,60,97,31.7,302.2
14,11,10,2023,18.2,60,100,31.4,48.4
15,11,10,2023,19.7,49,77,29.6,72.2
16,11,10,2023,19.0,49,39,29.0,102.3
17,11,10,2023,18.3,52,53,30.8,79.6
18,11,10,2023,17.3,55,2,25.8,17.7
19,11,10,2023,16.4,57,1,19.8,0.0
20,11,10,2023,16.3,56,3,18.4,0.0
21,11,10,2023,16.7,56,2,18.6,0.0
22,11,10,2023,16.4,64,1,16.6,0.0
23,11,10,2023,16.0,64,3,13.7,0.0
0,12,10,2023,15.8,72,20,14.3,0.0
1,12,10,2023,16.0,75,6,15.0,0.0
2,12,10,2023,16.0,74,5,14.4,0.0
3,12,10,2023,15.9,74,4,13.2,0.0
4,12,10,2023,15.8,75,1,14.0,0.0
5,12,10,2023,15.6,77,1,12.0,0.0
6,12,10,2023,15.4,77,0,10.4,0.0
7,12,10,2023,14.9,76,5,8.4,0.0
8,12,10,2023,16.0,74,1,8.5,22.2
9,12,10,2023,18.2,69,1,12.3,144.9
10,12,10,2023,19.7,66,2,12.5,299.6
11,12,10,2023,21.3,56,14,14.5,409.5
12,12,10,2023,22.3,50,32,13.7,474.9
13,12,10,2023,22.6,49,12,13.6,493.5
14,12,10,2023,23.0,47,4,15.4,479.2
15,12,10,2023,22.4,57,37,18.4,413.3
16,12,10,2023,21.2,64,9,21.7,160.1
17,12,10,2023,20.1,66,0,21.3,157.8
18,12,10,2023,19.0,67,0,19.4,30.5
19,12,10,2023,17.8,73,0,16.1,0.0
20,12,10,2023,17.1,76,0,14.5,0.0
21,12,10,2023,16.5,78,1,12.0,0.0
22,12,10,2023,15.9,81,0,9.4,0.0
23,12,10,2023,15.2,85,0,7.7,0.0
0,13,10,2023,14.7,88,0,7.2,0.0
1,13,10,2023,14.4,89,0,7.3,0.0
2,13,10,2023,14.3,90,0,7.6,0.0
3,13,10,2023,13.6,91,77,5.0,0.0
4,13,10,2023,12.4,93,82,4.0,0.0
5,13,10,2023,11.8,92,79,3.4,0.0
6,13,10,2023,11.3,93,79,3.0,0.0
7,13,10,2023,11.1,93,77,1.6,0.0
8,13,10,2023,12.0,89,71,2.3,13.3
9,13,10,2023,14.1,91,64,2.3,73.5
10,13,10,2023,17.1,78,0,0.4,259.6
11,13,10,2023,18.8,70,5,4.3,421.8
12,13,10,2023,19.9,64,10,3.9,481.3
13,13,10,2023,20.6,63,2,5.8,501.5
14,13,10,2023,20.9,63,1,8.0,498.4
15,13,10,2023,21.4,54,1,8.4,421.2
16,13,10,2023,21.5,54,0,7.7,305.0
17,13,10,2023,21.3,56,0,3.9,157.8
18,13,10,2023,19.8,70,0,3.2,29.4
19,13,10,2023,17.8,73,0,6.8,0.0
20,13,10,2023,16.3,81,10,7.0,0.0
21,13,10,2023,15.8,85,30,6.2,0.0
22,13,10,2023,15.7,86,30,5.6,0.0
23,13,10,2023,15.7,85,68,5.4,0.0
0,14,10,2023,15.7,85,60,5.2,0.0
1,14,10,2023,14.9,89,60,5.8,0.0
2,14,10,2023,15.1,88,62,8.4,0.0
3,14,10,2023,15.1,89,13,8.7,0.0
4,14,10,2023,14.5,90,30,8.1,0.0
5,14,10,2023,14.8,91,26,10.0,0.0
6,14,10,2023,15.0,91,2,10.7,0.0
7,14,10,2023,15.0,91,1,10.4,0.0
8,14,10,2023,15.4,91,0,11.4,20.1
9,14,10,2023,17.4,83,0,11.0,137.8
10,14,10,2023,19.5,75,0,12.3,289.7
11,14,10,2023,21.1,64,7,14.2,417.6
12,14,10,2023,22.2,58,27,13.8,475.1
13,14,10,2023,23.0,55,19,13.5,432.0
14,14,10,2023,23.3,54,4,12.8,451.8
15,14,10,2023,23.1,48,5,17.3,396.0
16,14,10,2023,21.9,51,4,20.0,291.5
17,14,10,2023,20.5,59,1,18.8,150.2
18,14,10,2023,19.1,70,0,18.0,26.5
19,14,10,2023,17.9,77,0,15.6,0.0
20,14,10,2023,17.3,80,0,14.0,0.0
21,14,10,2023,16.8,83,0,11.7,0.0
22,14,10,2023,16.2,87,0,8.9,0.0
23,14,10,2023,15.6,89,0,7.7,0.0
0,15,10,2023,15.3,89,0,7.1,0.0
1,15,10,2023,14.8,90,0,6.4,0.0
2,15,10,2023,14.3,91,0,5.9,0.0
3,15,10,2023,13.6,94,27,5.0,0.0
4,15,10,2023,12.8,96,58,4.2,0.0
5,15,10,2023,13.0,94,73,2.1,0.0
6,15,10,2023,12.7,91,79,2.2,0.0
7,15,10,2023,12.8,92,89,1.6,0.0
8,15,10,2023,13.9,90,90,2.5,2.2
9,15,10,2023,15.0,90,90,0.8,32.2
10,15,10,2023,17.4,89,56,5.6,148.6
11,15,10,2023,19.6,74,44,10.7,357.2
12,15,10,2023,20.3,70,27,10.8,430.0
13,15,10,2023,20.6,70,4,11.3,490.3
14,15,10,2023,20.8,67,0,11.5,489.3
15,15,10,2023,21.8,65,1,11.8,413.2
16,15,10,2023,21.6,63,0,11.3,290.1
17,15,10,2023,21.1,63,0,10.7,147.9
18,15,10,2023,19.6,71,0,8.7,24.6
19,15,10,2023,17.5,85,0,5.7,0.0
20,15,10,2023,17.0,89,1,7.0,0.0
21,15,10,2023,16.7,91,2,8.2,0.0
22,15,10,2023,17.2,91,1,6.8,0.0
23,15,10,2023,17.4,90,0,6.9,0.0
0,16,10,2023,17.3,90,0,7.3,0.0
1,16,10,2023,18.2,88,4,9.0,0.0
2,16,10,2023,18.5,86,12,10.2,0.0
3,16,10,2023,18.3,86,0,15.3,0.0
4,16,10,2023,18.1,83,8,14.5,0.0
5,16,10,2023,17.9,83,14,13.7,0.0
6,16,10,2023,17.6,85,64,9.8,0.0
7,16,10,2023,17.4,87,82,6.5,0.0
8,16,10,2023,17.8,86,50,9.9,2.2
9,16,10,2023,19.0,77,48,10.7,52.0
10,16,10,2023,20.0,69,100,18.5,202.4
11,16,10,2023,17.2,77,100,28.5,43.0
12,16,10,2023,16.6,72,100,31.1,69.2
13,16,10,2023,16.0,73,100,31.4,10.1
14,16,10,2023,15.8,74,100,27.4,3.9
15,16,10,2023,15.1,79,100,20.1,3.7
16,16,10,2023,14.7,87,100,23.8,0.0
17,16,10,2023,14.1,82,61,25.1,0.0
18,16,10,2023,13.9,82,62,21.2,0.0
19,16,10,2023,13.5,87,61,18.2,0.0
20,16,10,2023,13.8,83,64,17.1,0.0
21,16,10,2023,13.8,83,77,15.5,0.0
22,16,10,2023,14.0,81,82,14.6,0.0
23,16,10,2023,14.2,80,88,14.6,0.0
0,17,10,2023,14.4,77,58,13.8,0.0
1,17,10,2023,14.0,77,55,13.2,0.0
2,17,10,2023,13.7,75,17,13.2,0.0
3,17,10,2023,14.4,69,94,18.3,0.0
4,17,10,2023,13.9,71,100,15.6,0.0
5,17,10,2023,13.9,72,96,15.3,0.0
6,17,10,2023,14.1,72,32,17.2,0.0
7,17,10,2023,13.9,73,33,17.4,0.0
8,17,10,2023,13.8,77,71,18.1,11.3
9,17,10,2023,15.3,71,51,19.5,42.4
10,17,10,2023,16.5,65,65,20.4,183.6
11,17,10,2023,17.3,61,82,23.6,196.5
12,17,10,2023,17.6,60,100,24.3,132.2
13,17,10,2023,18.1,58,100,24.8,165.1
14,17,10,2023,18.5,54,100,23.3,79.2
15,17,10,2023,19.6,44,35,17.6,34.1
16,17,10,2023,19.8,42,97,18.6,211.0
17,17,10,2023,18.0,53,35,25.7,25.3
18,17,10,2023,17.3,55,65,20.3,0.7
19,17,10,2023,16.5,59,57,18.8,0.0
20,17,10,2023,16.2,57,55,14.5,0.0
21,17,10,2023,15.8,61,88,16.3,0.0
22,17,10,2023,16.1,60,91,16.9,0.0
23,17,10,2023,16.4,59,93,16.3,0.0
0,18,10,2023,16.3,63,100,16.0,0.0
1,18,10,2023,16.2,66,100,14.7,0.0
2,18,10,2023,15.7,73,94,16.6,0.0
3,18,10,2023,15.2,72,100,9.2,0.0
4,18,10,2023,14.8,84,100,15.9,0.0
5,18,10,2023,14.6,88,100,15.7,0.0
6,18,10,2023,14.5,89,100,14.7,0.0
7,18,10,2023,14.6,89,100,16.7,0.0
8,18,10,2023,14.2,89,100,21.7,0.0
9,18,10,2023,14.4,86,66,21.9,0.0
10,18,10,2023,14.9,83,66,23.3,0.0
11,18,10,2023,15.5,79,100,21.0,6.6
12,18,10,2023,15.7,76,93,18.5,11.5
13,18,10,2023,16.1,72,94,18.8,6.0
14,18,10,2023,16.0,71,97,19.0,4.8
15,18,10,2023,17.7,64,47,20.6,1.8
16,18,10,2023,17.3,74,100,19.0,149.0
17,18,10,2023,15.9,78,28,21.3,11.1
18,18,10,2023,15.2,82,57,17.7,6.6
19,18,10,2023,14.2,87,12,16.3,0.0
20,18,10,2023,14.1,88,20,12.3,0.0
21,18,10,2023,14.0,88,27,15.1,0.0
22,18,10,2023,13.6,89,75,10.5,0.0
23,18,10,2023,14.3,86,34,11.0,0.0
0,19,10,2023,14.1,89,49,14.3,0.0
1,19,10,2023,14.2,88,22,13.7,0.0
2,19,10,2023,13.6,90,26,10.2,0.0
3,19,10,2023,14.6,90,56,12.4,0.0
4,19,10,2023,14.1,92,100,9.0,0.0
5,19,10,2023,14.1,93,100,6.8,0.0
6,19,10,2023,14.3,91,61,6.2,0.0
7,19,10,2023,13.9,92,21,6.3,0.0
8,19,10,2023,14.1,90,26,7.5,9.1
9,19,10,2023,15.7,88,24,9.2,95.6
10,19,10,2023,17.1,79,7,4.1,236.8
11,19,10,2023,18.1,73,64,5.5,365.8
12,19,10,2023,18.0,74,77,12.2,124.9
13,19,10,2023,18.2,74,100,15.5,256.6
14,19,10,2023,17.9,74,70,13.1,181.5
15,19,10,2023,18.9,70,12,8.7,205.0
16,19,10,2023,19.1,68,16,5.9,247.8
17,19,10,2023,18.5,70,30,7.2,122.7
18,19,10,2023,16.9,81,30,4.6,5.5
19,19,10,2023,15.6,88,30,6.7,0.0
20,19,10,2023,15.7,87,28,5.4,0.0
21,19,10,2023,14.9,89,22,6.8,0.0
22,19,10,2023,14.6,88,1,7.2,0.0
23,19,10,2023,15.0,88,0,6.9,0.0
0,20,10,2023,15.7,89,0,8.8,0.0
1,20,10,2023,15.9,89,0,10.3,0.0
2,20,10,2023,16.2,87,1,11.4,0.0
3,20,10,2023,16.2,82,0,19.4,0.0
4,20,10,2023,16.1,83,0,18.5,0.0
5,20,10,2023,16.3,83,0,18.1,0.0
6,20,10,2023,16.5,82,0,18.1,0.0
7,20,10,2023,16.5,80,0,20.1,0.0
8,20,10,2023,16.7,78,0,22.2,11.5
9,20,10,2023,17.6,74,0,25.0,120.5
10,20,10,2023,18.3,69,0,26.6,267.1
11,20,10,2023,19.0,66,1,26.6,390.3
12,20,10,2023,19.8,63,0,25.9,470.3
13,20,10,2023,20.5,60,0,25.1,496.1
14,20,10,2023,21.0,60,0,24.2,467.1
15,20,10,2023,21.6,62,0,24.0,385.7
16,20,10,2023,22.0,61,0,22.5,265.3
17,20,10,2023,21.9,63,0,20.0,126.4
18,20,10,2023,21.0,62,0,19.1,13.5
19,20,10,2023,20.6,66,0,20.5,0.0
20,20,10,2023,20.6,70,0,21.4,0.0
21,20,10,2023,20.5,73,0,21.4,0.0
22,20,10,2023,20.1,76,0,19.7,0.0
23,20,10,2023,19.9,77,0,20.1,0.0
0,21,10,2023,19.9,74,0,22.3,0.0
1,21,10,2023,19.8,73,0,22.6,0.0
2,21,10,2023,19.6,74,0,22.4,0.0
3,21,10,2023,19.0,80,0,19.6,0.0
4,21,10,2023,18.9,79,0,18.8,0.0
5,21,10,2023,18.9,78,1,18.6,0.0
6,21,10,2023,18.9,78,0,19.2,0.0
7,21,10,2023,18.9,77,0,19.2,0.0
8,21,10,2023,19.0,77,0,18.9,11.5
9,21,10,2023,20.2,74,0,19.4,119.7
10,21,10,2023,21.2,69,0,20.6,267.6
11,21,10,2023,21.8,66,0,20.4,391.7
12,21,10,2023,22.4,62,0,19.9,471.5
13,21,10,2023,23.0,60,0,19.2,497.1
14,21,10,2023,23.5,58,0,18.9,467.9
15,21,10,2023,23.9,56,0,18.4,387.2
16,21,10,2023,23.6,59,0,16.2,264.8
17,21,10,2023,22.9,63,0,15.0,124.2
18,21,10,2023,21.7,62,0,12.2,11.8
19,21,10,2023,20.8,64,0,10.6,0.0
20,21,10,2023,20.5,67,0,10.3,0.0
21,21,10,2023,19.9,72,0,9.7,0.0
22,21,10,2023,18.8,80,1,7.4,0.0
23,21,10,2023,17.9,86,1,7.1,0.0
0,22,10,2023,18.3,88,1,8.5,0.0
1,22,10,2023,18.2,90,0,8.2,0.0
2,22,10,2023,17.9,90,0,7.4,0.0
3,22,10,2023,17.6,90,0,8.4,0.0
4,22,10,2023,17.2,92,0,8.4,0.0
5,22,10,2023,16.8,93,0,7.1,0.0
6,22,10,2023,15.4,96,0,8.7,0.0
7,22,10,2023,15.9,95,0,7.1,0.0
8,22,10,2023,16.7,94,3,6.1,9.3
9,22,10,2023,19.1,89,13,8.9,117.5
10,22,10,2023,20.4,80,7,9.9,254.8
11,22,10,2023,21.5,68,30,11.1,368.7
12,22,10,2023,22.2,62,30,10.1,385.5
13,22,10,2023,22.9,56,30,11.2,354.2
14,22,10,2023,23.1,55,30,10.5,357.8
15,22,10,2023,23.9,45,3,8.7,235.6
16,22,10,2023,23.8,45,0,8.2,263.4
17,22,10,2023,22.9,51,3,7.2,123.4
18,22,10,2023,19.5,63,9,6.5,10.4
19,22,10,2023,17.8,67,2,8.7,0.0
20,22,10,2023,17.5,68,10,8.1,0.0
21,22,10,2023,17.1,71,2,8.7,0.0
22,22,10,2023,16.7,74,0,9.7,0.0
23,22,10,2023,16.4,76,0,10.1,0.0
0,23,10,2023,17.3,73,0,8.8,0.0
1,23,10,2023,17.0,75,0,9.4,0.0
2,23,10,2023,17.7,73,15,7.9,0.0
3,23,10,2023,16.7,86,27,7.9,0.0
4,23,10,2023,15.8,90,27,10.1,0.0
5,23,10,2023,16.0,90,18,8.9,0.0
6,23,10,2023,15.3,93,2,9.4,0.0
7,23,10,2023,16.6,92,16,6.8,0.0
8,23,10,2023,17.5,92,23,7.5,7.0
9,23,10,2023,19.4,86,31,10.0,87.5
10,23,10,2023,20.7,75,30,9.1,186.6
11,23,10,2023,21.7,68,30,8.4,221.6
12,23,10,2023,22.6,66,30,8.3,223.8
13,23,10,2023,23.4,64,30,8.7,256.6
14,23,10,2023,23.8,61,32,8.7,225.6
15,23,10,2023,24.5,57,25,7.1,280.3
16,23,10,2023,23.9,62,21,7.4,245.1
17,23,10,2023,23.0,67,46,5.4,102.6
18,23,10,2023,20.5,82,47,5.2,3.1
19,23,10,2023,19.5,85,20,3.8,0.0
20,23,10,2023,17.8,92,13,7.4,0.0
21,23,10,2023,18.7,88,1,5.8,0.0
22,23,10,2023,18.3,89,0,5.4,0.0
23,23,10,2023,18.9,85,0,5.5,0.0
0,24,10,2023,15.5,91,0,8.1,0.0
1,24,10,2023,15.8,86,0,5.9,0.0
2,24,10,2023,18.1,73,0,4.5,0.0
3,24,10,2023,15.4,89,1,8.0,0.0
4,24,10,2023,15.2,93,0,8.7,0.0
5,24,10,2023,15.8,93,0,8.3,0.0
6,24,10,2023,16.1,93,0,7.1,0.0
7,24,10,2023,15.1,96,0,9.4,0.0
8,24,10,2023,16.0,93,0,5.9,7.0
9,24,10,2023,18.4,87,1,4.9,107.2
10,24,10,2023,19.7,83,0,6.6,246.0
11,24,10,2023,20.8,78,0,7.4,363.7
12,24,10,2023,21.8,75,0,8.2,441.4
13,24,10,2023,22.3,75,11,9.2,466.8
14,24,10,2023,22.1,76,25,12.3,440.4
15,24,10,2023,21.7,77,31,11.0,342.3
16,24,10,2023,22.4,73,31,8.9,216.7
17,24,10,2023,21.8,76,32,5.5,81.3
18,24,10,2023,20.8,82,30,3.0,2.8
19,24,10,2023,20.3,84,28,4.9,0.0
20,24,10,2023,17.6,95,30,6.4,0.0
21,24,10,2023,17.0,96,32,5.2,0.0
22,24,10,2023,16.3,97,44,4.6,0.0
23,24,10,2023,15.6,98,77,5.9,0.0
0,25,10,2023,15.5,98,87,7.9,0.0
1,25,10,2023,15.5,99,100,7.1,0.0
2,25,10,2023,16.2,99,100,4.7,0.0
3,25,10,2023,17.0,98,94,4.8,0.0
4,25,10,2023,15.7,99,100,5.5,0.0
5,25,10,2023,16.7,99,100,9.1,0.0
6,25,10,2023,17.4,97,100,13.0,0.0
7,25,10,2023,17.3,97,62,13.8,0.0
8,25,10,2023,17.3,95,32,12.2,0.0
9,25,10,2023,18.1,90,39,16.3,11.8
10,25,10,2023,18.9,85,41,18.1,42.3
11,25,10,2023,19.6,80,35,19.5,351.7
12,25,10,2023,20.2,75,38,19.7,406.8
13,25,10,2023,20.7,70,37,20.0,152.9
14,25,10,2023,21.7,64,29,22.0,150.3
15,25,10,2023,22.8,59,29,21.9,347.5
16,25,10,2023,22.6,66,34,20.0,177.4
17,25,10,2023,21.9,70,29,17.4,48.9
18,25,10,2023,21.4,69,31,20.5,1.9
19,25,10,2023,21.5,72,32,22.8,0.0
20,25,10,2023,21.3,72,30,21.4,0.0
21,25,10,2023,20.8,74,32,18.8,0.0
22,25,10,2023,20.8,75,34,16.8,0.0
23,25,10,2023,20.4,78,32,14.3,0.0
0,26,10,2023,20.4,76,31,17.8,0.0
1,26,10,2023,21.3,64,35,24.5,0.0
2,26,10,2023,21.6,59,48,26.5,0.0
3,26,10,2023,21.4,59,62,23.2,0.0
4,26,10,2023,21.0,63,49,24.6,0.0
5,26,10,2023,20.9,64,90,25.3,0.0
6,26,10,2023,21.4,59,71,27.0,0.0
7,26,10,2023,21.2,60,35,21.4,0.0
8,26,10,2023,21.1,58,32,21.0,2.4
9,26,10,2023,22.0,56,38,21.2,22.3
10,26,10,2023,23.0,55,33,20.0,163.4
11,26,10,2023,23.8,50,32,23.0,219.8
12,26,10,2023,24.1,48,37,26.4,180.8
13,26,10,2023,24.3,49,46,30.8,282.7
14,26,10,2023,24.2,50,66,30.6,184.9
15,26,10,2023,23.7,52,50,32.1,37.5
16,26,10,2023,23.7,52,45,30.9,189.7
17,26,10,2023,22.3,59,49,27.2,66.2
18,26,10,2023,22.0,58,77,28.6,1.0
19,26,10,2023,21.5,61,44,29.2,0.0
20,26,10,2023,20.7,67,46,25.3,0.0
21,26,10,2023,20.7,69,74,25.3,0.0
22,26,10,2023,20.6,72,32,22.3,0.0
23,26,10,2023,20.0,75,35,19.8,0.0
0,27,10,2023,19.8,77,16,19.7,0.0
1,27,10,2023,19.8,74,19,19.4,0.0
2,27,10,2023,19.6,74,6,16.2,0.0
3,27,10,2023,19.4,73,28,15.9,0.0
4,27,10,2023,19.9,75,15,20.4,0.0
5,27,10,2023,19.7,75,8,18.1,0.0
6,27,10,2023,19.4,76,20,15.9,0.0
7,27,10,2023,19.2,77,36,14.3,0.0
8,27,10,2023,19.2,79,39,16.4,4.8
9,27,10,2023,20.1,76,46,19.5,12.0
10,27,10,2023,21.4,69,28,20.9,163.7
11,27,10,2023,22.2,66,16,22.2,304.5
12,27,10,2023,22.8,65,30,22.3,362.8
13,27,10,2023,23.4,63,24,20.6,297.8
14,27,10,2023,24.1,61,5,20.6,391.8
15,27,10,2023,24.4,61,12,16.8,344.2
16,27,10,2023,24.8,60,19,17.3,137.2
17,27,10,2023,24.4,61,28,21.3,88.1
18,27,10,2023,23.2,62,53,19.3,1.1
19,27,10,2023,23.3,61,31,24.1,0.0
20,27,10,2023,23.0,63,30,25.5,0.0
21,27,10,2023,22.1,69,23,20.2,0.0
22,27,10,2023,21.8,69,4,24.4,0.0
23,27,10,2023,21.9,65,0,29.8,0.0
0,28,10,2023,21.7,67,0,30.3,0.0
1,28,10,2023,21.4,69,4,29.2,0.0
2,28,10,2023,21.2,70,6,30.0,0.0
3,28,10,2023,21.0,70,5,31.5,0.0
4,28,10,2023,21.4,75,7,29.1,0.0
5,28,10,2023,21.2,75,26,28.5,0.0
6,28,10,2023,21.0,75,32,27.8,0.0
7,28,10,2023,20.9,75,32,28.0,0.0
8,28,10,2023,20.9,75,20,27.5,2.4
9,28,10,2023,21.9,71,30,30.5,87.5
10,28,10,2023,22.5,69,24,25.9,212.6
11,28,10,2023,23.2,66,10,25.2,331.4
12,28,10,2023,23.8,64,4,24.9,380.8
13,28,10,2023,24.4,62,0,23.0,432.6
14,28,10,2023,24.8,60,0,18.9,420.6
15,28,10,2023,25.1,60,0,13.9,342.1
16,28,10,2023,25.3,64,6,16.9,176.4
17,28,10,2023,24.8,66,1,13.7,88.2
18,28,10,2023,23.4,69,1,10.5,1.2
19,28,10,2023,22.4,70,1,8.5,0.0
20,28,10,2023,22.0,71,0,8.4,0.0
21,28,10,2023,21.2,73,3,7.4,0.0
